"title","company","location","description","required_skills","experience_level"
"Digital Marketer 410","Jio","Remote","Professional role requiring: Cooking & Culinary Skills, Python Programming, Machine Learning.","Cooking & Culinary Skills, Python Programming, Machine Learning","5+ Years"
"Software Developer 411","Microsoft","Remote","Professional role requiring: Cooking & Culinary Skills, Fashion Sketching, Web Development (HTML, CSS, JS), Digital Marketing, Project Management.","Cooking & Culinary Skills, Fashion Sketching, Web Development (HTML, CSS, JS), Digital Marketing, Project Management","5+ Years"
"Fashion Designer 412","Google","Remote","Professional role requiring: Machine Learning, Web Development (HTML, CSS, JS), Digital Marketing, Database Management (SQL), Fashion Sketching.","Machine Learning, Web Development (HTML, CSS, JS), Digital Marketing, Database Management (SQL), Fashion Sketching","3+ Years"
"Software Developer 413","Microsoft","Remote","Professional role requiring: Cooking & Culinary Skills, Fashion Sketching, Database Management (SQL), Vocal Training, Digital Marketing.","Cooking & Culinary Skills, Fashion Sketching, Database Management (SQL), Vocal Training, Digital Marketing","3+ Years"
"Data Analyst 414","Microsoft","Remote","Professional role requiring: Digital Marketing, Python Programming.","Digital Marketing, Python Programming","2+ Years"
"Chef 415","Zara","Remote","Professional role requiring: Database Management (SQL), Machine Learning, Vocal Training, Python Programming.","Database Management (SQL), Machine Learning, Vocal Training, Python Programming","5+ Years"
"Software Developer 416","Zara","Remote","Professional role requiring: Cooking & Culinary Skills, Project Management, Machine Learning.","Cooking & Culinary Skills, Project Management, Machine Learning","1+ Years"
"Fashion Designer 417","Starbucks","Remote","Professional role requiring: Web Development (HTML, CSS, JS), Machine Learning, Fashion Sketching.","Web Development (HTML, CSS, JS), Machine Learning, Fashion Sketching","3+ Years"
"Data Analyst 418","Google","Remote","Professional role requiring: Machine Learning, Digital Marketing.","Machine Learning, Digital Marketing","3+ Years"
"Chef 419","Starbucks","Remote","Professional role requiring: Database Management (SQL), Machine Learning.","Database Management (SQL), Machine Learning","5+ Years"
"Chef 420","Jio","Remote","Professional role requiring: Python Programming, Cooking & Culinary Skills, Machine Learning, Database Management (SQL).","Python Programming, Cooking & Culinary Skills, Machine Learning, Database Management (SQL)","5+ Years"
"Chef 421","Starbucks","Remote","Professional role requiring: Project Management, Machine Learning, Cooking & Culinary Skills.","Project Management, Machine Learning, Cooking & Culinary Skills","2+ Years"
"Software Developer 422","Starbucks","Remote","Professional role requiring: Project Management, Database Management (SQL), Cooking & Culinary Skills, Vocal Training, UI/UX Design.","Project Management, Database Management (SQL), Cooking & Culinary Skills, Vocal Training, UI/UX Design","3+ Years"
"Fashion Designer 423","Netflix","Remote","Professional role requiring: UI/UX Design, Database Management (SQL).","UI/UX Design, Database Management (SQL)","2+ Years"
"Software Developer 424","Microsoft","Remote","Professional role requiring: Machine Learning, Python Programming.","Machine Learning, Python Programming","2+ Years"
"Digital Marketer 425","Jio","Remote","Professional role requiring: Python Programming, Machine Learning, UI/UX Design, Digital Marketing.","Python Programming, Machine Learning, UI/UX Design, Digital Marketing","3+ Years"
"Data Analyst 426","Google","Remote","Professional role requiring: Database Management (SQL), UI/UX Design, Digital Marketing.","Database Management (SQL), UI/UX Design, Digital Marketing","3+ Years"
"Software Developer 427","Microsoft","Remote","Professional role requiring: Database Management (SQL), Web Development (HTML, CSS, JS), Vocal Training.","Database Management (SQL), Web Development (HTML, CSS, JS), Vocal Training","5+ Years"
"Software Developer 428","Netflix","Remote","Professional role requiring: Project Management, Machine Learning, Cooking & Culinary Skills, Python Programming, Database Management (SQL).","Project Management, Machine Learning, Cooking & Culinary Skills, Python Programming, Database Management (SQL)","4+ Years"
"Chef 429","Tesla","Remote","Professional role requiring: Fashion Sketching, Cooking & Culinary Skills, Database Management (SQL).","Fashion Sketching, Cooking & Culinary Skills, Database Management (SQL)","4+ Years"
"Chef 430","Jio","Remote","Professional role requiring: Vocal Training, Digital Marketing, Web Development (HTML, CSS, JS).","Vocal Training, Digital Marketing, Web Development (HTML, CSS, JS)","5+ Years"
"Digital Marketer 431","Microsoft","Remote","Professional role requiring: Python Programming, Cooking & Culinary Skills.","Python Programming, Cooking & Culinary Skills","4+ Years"
"Software Developer 432","Starbucks","Remote","Professional role requiring: UI/UX Design, Digital Marketing, Python Programming.","UI/UX Design, Digital Marketing, Python Programming","5+ Years"
"Fashion Designer 433","Google","Remote","Professional role requiring: Digital Marketing, Fashion Sketching, Database Management (SQL), Project Management, UI/UX Design.","Digital Marketing, Fashion Sketching, Database Management (SQL), Project Management, UI/UX Design","5+ Years"
"Fashion Designer 434","Jio","Remote","Professional role requiring: Vocal Training, Database Management (SQL).","Vocal Training, Database Management (SQL)","2+ Years"
"Chef 435","Jio","Remote","Professional role requiring: Fashion Sketching, Vocal Training, Web Development (HTML, CSS, JS), Python Programming.","Fashion Sketching, Vocal Training, Web Development (HTML, CSS, JS), Python Programming","1+ Years"
"Data Analyst 436","Zara","Remote","Professional role requiring: Python Programming, Project Management, Web Development (HTML, CSS, JS), Vocal Training, Machine Learning.","Python Programming, Project Management, Web Development (HTML, CSS, JS), Vocal Training, Machine Learning","3+ Years"
"Fashion Designer 437","Zara","Remote","Professional role requiring: Fashion Sketching, Project Management, Database Management (SQL).","Fashion Sketching, Project Management, Database Management (SQL)","4+ Years"
"Fashion Designer 438","Starbucks","Remote","Professional role requiring: Machine Learning, Project Management, Cooking & Culinary Skills, Web Development (HTML, CSS, JS), Python Programming.","Machine Learning, Project Management, Cooking & Culinary Skills, Web Development (HTML, CSS, JS), Python Programming","4+ Years"
"Software Developer 439","Tesla","Remote","Professional role requiring: Machine Learning, Vocal Training.","Machine Learning, Vocal Training","5+ Years"
"Digital Marketer 440","Google","Remote","Professional role requiring: Python Programming, Cooking & Culinary Skills, UI/UX Design.","Python Programming, Cooking & Culinary Skills, UI/UX Design","1+ Years"
"Software Developer 441","Netflix","Remote","Professional role requiring: Machine Learning, Cooking & Culinary Skills, Vocal Training.","Machine Learning, Cooking & Culinary Skills, Vocal Training","4+ Years"
"Chef 442","Tesla","Remote","Professional role requiring: Fashion Sketching, Digital Marketing, Web Development (HTML, CSS, JS), Database Management (SQL), Project Management.","Fashion Sketching, Digital Marketing, Web Development (HTML, CSS, JS), Database Management (SQL), Project Management","2+ Years"
"Digital Marketer 443","Zara","Remote","Professional role requiring: Web Development (HTML, CSS, JS), Vocal Training, Project Management.","Web Development (HTML, CSS, JS), Vocal Training, Project Management","5+ Years"
"Data Analyst 444","Starbucks","Remote","Professional role requiring: Vocal Training, Digital Marketing, Project Management, Machine Learning.","Vocal Training, Digital Marketing, Project Management, Machine Learning","2+ Years"
"Fashion Designer 445","Microsoft","Remote","Professional role requiring: Project Management, Vocal Training, Cooking & Culinary Skills.","Project Management, Vocal Training, Cooking & Culinary Skills","3+ Years"
"Fashion Designer 446","Jio","Remote","Professional role requiring: Vocal Training, Database Management (SQL), Project Management, Cooking & Culinary Skills, Digital Marketing.","Vocal Training, Database Management (SQL), Project Management, Cooking & Culinary Skills, Digital Marketing","3+ Years"
"Digital Marketer 447","Zara","Remote","Professional role requiring: Project Management, UI/UX Design, Cooking & Culinary Skills, Digital Marketing.","Project Management, UI/UX Design, Cooking & Culinary Skills, Digital Marketing","4+ Years"
"Software Developer 448","Tesla","Remote","Professional role requiring: Web Development (HTML, CSS, JS), Database Management (SQL), Cooking & Culinary Skills, Project Management.","Web Development (HTML, CSS, JS), Database Management (SQL), Cooking & Culinary Skills, Project Management","2+ Years"
"Fashion Designer 449","Microsoft","Remote","Professional role requiring: Web Development (HTML, CSS, JS), Database Management (SQL), Fashion Sketching, UI/UX Design.","Web Development (HTML, CSS, JS), Database Management (SQL), Fashion Sketching, UI/UX Design","2+ Years"
"Chef 450","Zara","Remote","Professional role requiring: Python Programming, Machine Learning.","Python Programming, Machine Learning","5+ Years"
"Fashion Designer 451","Google","Remote","Professional role requiring: Fashion Sketching, Web Development (HTML, CSS, JS), Vocal Training, Database Management (SQL).","Fashion Sketching, Web Development (HTML, CSS, JS), Vocal Training, Database Management (SQL)","1+ Years"
"Digital Marketer 452","Starbucks","Remote","Professional role requiring: UI/UX Design, Fashion Sketching, Python Programming.","UI/UX Design, Fashion Sketching, Python Programming","4+ Years"
"Chef 453","Zara","Remote","Professional role requiring: Machine Learning, Python Programming, Project Management.","Machine Learning, Python Programming, Project Management","3+ Years"
"Fashion Designer 454","Microsoft","Remote","Professional role requiring: Machine Learning, Project Management, Digital Marketing, Fashion Sketching, Cooking & Culinary Skills.","Machine Learning, Project Management, Digital Marketing, Fashion Sketching, Cooking & Culinary Skills","2+ Years"
"Software Developer 455","Netflix","Remote","Professional role requiring: Cooking & Culinary Skills, Web Development (HTML, CSS, JS).","Cooking & Culinary Skills, Web Development (HTML, CSS, JS)","5+ Years"
"Software Developer 456","Microsoft","Remote","Professional role requiring: Machine Learning, Digital Marketing, Web Development (HTML, CSS, JS), Database Management (SQL), Project Management.","Machine Learning, Digital Marketing, Web Development (HTML, CSS, JS), Database Management (SQL), Project Management","2+ Years"
"Fashion Designer 457","Zara","Remote","Professional role requiring: Python Programming, Database Management (SQL), Fashion Sketching, Vocal Training, Cooking & Culinary Skills.","Python Programming, Database Management (SQL), Fashion Sketching, Vocal Training, Cooking & Culinary Skills","1+ Years"
"Fashion Designer 458","Tesla","Remote","Professional role requiring: Database Management (SQL), Project Management, Web Development (HTML, CSS, JS).","Database Management (SQL), Project Management, Web Development (HTML, CSS, JS)","3+ Years"
"Software Developer 459","Zara","Remote","Professional role requiring: Web Development (HTML, CSS, JS), Digital Marketing, Database Management (SQL).","Web Development (HTML, CSS, JS), Digital Marketing, Database Management (SQL)","2+ Years"
